"active_cases","active_cases_change","cumulative_cases","cumulative_deaths","cumulative_recovered","date_active","province"
9794,327,111056,6378,94884,"05-11-2020","Quebec"
9831,37,112189,6402,95956,"06-11-2020","Quebec"
10161,330,113423,6431,96831,"07-11-2020","Quebec"
10591,430,114820,6440,97789,"08-11-2020","Quebec"
10794,203,115989,6455,98740,"09-11-2020","Quebec"
10937,143,117151,6493,99721,"10-11-2020","Quebec"
11450,513,118529,6515,100564,"11-11-2020","Quebec"
11930,480,119894,6557,101407,"12-11-2020","Quebec"
12040,110,121195,6586,102569,"13-11-2020","Quebec"
12364,324,122643,6611,103668,"14-11-2020","Quebec"
12379,15,123853,6626,104848,"15-11-2020","Quebec"
12423,44,125072,6651,105998,"16-11-2020","Quebec"
12053,-370,126054,6675,107326,"17-11-2020","Quebec"
11898,-155,127233,6710,108625,"18-11-2020","Quebec"
11896,-2,128440,6744,109800,"19-11-2020","Quebec"
11599,-297,129699,6774,111326,"20-11-2020","Quebec"
11348,-251,130888,6806,112734,"21-11-2020","Quebec"
11128,-220,132042,6829,114085,"22-11-2020","Quebec"
10997,-131,133206,6842,115367,"23-11-2020","Quebec"
10819,-178,134330,6887,116624,"24-11-2020","Quebec"
10962,143,135428,6915,117551,"25-11-2020","Quebec"
11455,493,136893,6947,118491,"26-11-2020","Quebec"
11452,-3,138163,6984,119727,"27-11-2020","Quebec"
11716,264,139643,7021,120906,"28-11-2020","Quebec"
11991,275,141038,7033,122014,"29-11-2020","Quebec"
12138,147,142371,7056,123177,"30-11-2020","Quebec"
12264,126,143548,7084,124200,"01-12-2020","Quebec"
12740,476,145062,7125,125197,"02-12-2020","Quebec"
13198,458,146532,7155,126179,"03-12-2020","Quebec"
13145,-53,147877,7183,127549,"04-12-2020","Quebec"
13849,704,149908,7231,128828,"05-12-2020","Quebec"
14326,477,151599,7255,130018,"06-12-2020","Quebec"
14602,276,153176,7277,131297,"07-12-2020","Quebec"
14854,252,154740,7313,132573,"08-12-2020","Quebec"
15427,573,156468,7349,133692,"09-12-2020","Quebec"
16018,591,158310,7382,134910,"10-12-2020","Quebec"
15942,-76,160023,7435,136646,"11-12-2020","Quebec"
16175,233,161920,7475,138270,"12-12-2020","Quebec"
16557,382,163915,7508,139850,"13-12-2020","Quebec"
16657,100,165535,7533,141345,"14-12-2020","Quebec"
16812,155,167276,7570,142894,"15-12-2020","Quebec"
17392,580,169173,7613,144168,"16-12-2020","Quebec"
17861,469,171028,7635,145532,"17-12-2020","Quebec"
17732,-129,172801,7671,147398,"18-12-2020","Quebec"
17879,147,174839,7715,149245,"19-12-2020","Quebec"
18205,326,176985,7736,151044,"20-12-2020","Quebec"
18458,253,179093,7766,152869,"21-12-2020","Quebec"
18809,351,181276,7794,154673,"22-12-2020","Quebec"
19381,572,183523,7867,156275,"23-12-2020","Quebec"
19758,377,185872,7913,158201,"24-12-2020","Quebec"
19758,0,185872,7913,158201,"25-12-2020","Quebec"
19758,0,185872,7913,158201,"26-12-2020","Quebec"
26441,6683,192665,8023,158201,"27-12-2020","Quebec"
20804,-5637,194930,8060,166066,"28-12-2020","Quebec"
21126,322,197311,8124,168061,"29-12-2020","Quebec"
21612,486,199822,8165,170045,"30-12-2020","Quebec"
22368,756,202641,8226,172047,"31-12-2020","Quebec"
22368,0,202641,8226,172047,"01-01-2021","Quebec"
22368,0,202641,8226,172047,"02-01-2021","Quebec"
29910,7542,210304,8347,172047,"03-01-2021","Quebec"
23266,-6644,212850,8379,181205,"04-01-2021","Quebec"
25315,2049,215358,8441,181602,"05-01-2021","Quebec"
24607,-708,217999,8488,184904,"06-01-2021","Quebec"
24960,353,220518,8562,186996,"07-01-2021","Quebec"
24563,-397,223106,8606,189937,"08-01-2021","Quebec"
24607,44,226233,8647,192979,"09-01-2021","Quebec"
24472,-135,228821,8686,195663,"10-01-2021","Quebec"
24015,-457,230690,8737,197938,"11-01-2021","Quebec"
23922,-93,232624,8782,199920,"12-01-2021","Quebec"
23715,-207,234695,8814,202166,"13-01-2021","Quebec"
23208,-507,236827,8878,204741,"14-01-2021","Quebec"
21873,-1335,238745,8938,207934,"15-01-2021","Quebec"
21601,-272,240970,9005,210364,"16-01-2021","Quebec"
20650,-951,242713,9055,213008,"17-01-2021","Quebec"
19935,-715,244347,9087,215325,"18-01-2021","Quebec"
19017,-918,245734,9142,217575,"19-01-2021","Quebec"
18436,-581,247236,9208,219592,"20-01-2021","Quebec"
0,0,0,0,0,"25-01-2020","Repatriated"
0,0,0,0,0,"26-01-2020","Repatriated"
0,0,0,0,0,"27-01-2020","Repatriated"
0,0,0,0,0,"28-01-2020","Repatriated"
0,0,0,0,0,"29-01-2020","Repatriated"
0,0,0,0,0,"30-01-2020","Repatriated"
0,0,0,0,0,"31-01-2020","Repatriated"
0,0,0,0,0,"01-02-2020","Repatriated"
0,0,0,0,0,"02-02-2020","Repatriated"
0,0,0,0,0,"03-02-2020","Repatriated"
0,0,0,0,0,"04-02-2020","Repatriated"
0,0,0,0,0,"05-02-2020","Repatriated"
0,0,0,0,0,"06-02-2020","Repatriated"
0,0,0,0,0,"07-02-2020","Repatriated"
0,0,0,0,0,"08-02-2020","Repatriated"
0,0,0,0,0,"09-02-2020","Repatriated"
0,0,0,0,0,"10-02-2020","Repatriated"
0,0,0,0,0,"11-02-2020","Repatriated"
0,0,0,0,0,"12-02-2020","Repatriated"
0,0,0,0,0,"13-02-2020","Repatriated"
0,0,0,0,0,"14-02-2020","Repatriated"
0,0,0,0,0,"15-02-2020","Repatriated"
0,0,0,0,0,"16-02-2020","Repatriated"
0,0,0,0,0,"17-02-2020","Repatriated"
0,0,0,0,0,"18-02-2020","Repatriated"
0,0,0,0,0,"19-02-2020","Repatriated"
0,0,0,0,0,"20-02-2020","Repatriated"
0,0,0,0,0,"21-02-2020","Repatriated"
0,0,0,0,0,"22-02-2020","Repatriated"
0,0,0,0,0,"23-02-2020","Repatriated"
0,0,0,0,0,"24-02-2020","Repatriated"
0,0,0,0,0,"25-02-2020","Repatriated"
0,0,0,0,0,"26-02-2020","Repatriated"
0,0,0,0,0,"27-02-2020","Repatriated"
0,0,0,0,0,"28-02-2020","Repatriated"
0,0,0,0,0,"29-02-2020","Repatriated"
0,0,0,0,0,"01-03-2020","Repatriated"
0,0,0,0,0,"02-03-2020","Repatriated"
0,0,0,0,0,"03-03-2020","Repatriated"
0,0,0,0,0,"04-03-2020","Repatriated"
0,0,0,0,0,"05-03-2020","Repatriated"
0,0,0,0,0,"06-03-2020","Repatriated"
0,0,0,0,0,"07-03-2020","Repatriated"
0,0,0,0,0,"08-03-2020","Repatriated"
0,0,0,0,0,"09-03-2020","Repatriated"
0,0,0,0,0,"10-03-2020","Repatriated"
1,1,1,0,0,"11-03-2020","Repatriated"
1,0,1,0,0,"12-03-2020","Repatriated"
2,1,2,0,0,"13-03-2020","Repatriated"
4,2,4,0,0,"14-03-2020","Repatriated"
4,0,4,0,0,"15-03-2020","Repatriated"
8,4,8,0,0,"16-03-2020","Repatriated"
9,1,9,0,0,"17-03-2020","Repatriated"
9,0,9,0,0,"18-03-2020","Repatriated"
10,1,10,0,0,"19-03-2020","Repatriated"
12,2,12,0,0,"20-03-2020","Repatriated"
13,1,13,0,0,"21-03-2020","Repatriated"
13,0,13,0,0,"22-03-2020","Repatriated"
13,0,13,0,0,"23-03-2020","Repatriated"
13,0,13,0,0,"24-03-2020","Repatriated"
12,-1,13,0,1,"25-03-2020","Repatriated"
12,0,13,0,1,"26-03-2020","Repatriated"
11,-1,13,0,2,"27-03-2020","Repatriated"
9,-2,13,0,4,"28-03-2020","Repatriated"
9,0,13,0,4,"29-03-2020","Repatriated"
5,-4,13,0,8,"30-03-2020","Repatriated"
4,-1,13,0,9,"31-03-2020","Repatriated"
4,0,13,0,9,"01-04-2020","Repatriated"
3,-1,13,0,10,"02-04-2020","Repatriated"
1,-2,13,0,12,"03-04-2020","Repatriated"
0,-1,13,0,13,"04-04-2020","Repatriated"
0,0,13,0,13,"05-04-2020","Repatriated"
0,0,13,0,13,"06-04-2020","Repatriated"
0,0,13,0,13,"07-04-2020","Repatriated"
0,0,13,0,13,"08-04-2020","Repatriated"
0,0,13,0,13,"09-04-2020","Repatriated"
0,0,13,0,13,"10-04-2020","Repatriated"
0,0,13,0,13,"11-04-2020","Repatriated"
0,0,13,0,13,"12-04-2020","Repatriated"
0,0,13,0,13,"13-04-2020","Repatriated"
0,0,13,0,13,"14-04-2020","Repatriated"
0,0,13,0,13,"15-04-2020","Repatriated"
0,0,13,0,13,"16-04-2020","Repatriated"
0,0,13,0,13,"17-04-2020","Repatriated"
0,0,13,0,13,"18-04-2020","Repatriated"
0,0,13,0,13,"19-04-2020","Repatriated"
0,0,13,0,13,"20-04-2020","Repatriated"
0,0,13,0,13,"21-04-2020","Repatriated"
0,0,13,0,13,"22-04-2020","Repatriated"
0,0,13,0,13,"23-04-2020","Repatriated"
0,0,13,0,13,"24-04-2020","Repatriated"
0,0,13,0,13,"25-04-2020","Repatriated"
0,0,13,0,13,"26-04-2020","Repatriated"
0,0,13,0,13,"27-04-2020","Repatriated"
0,0,13,0,13,"28-04-2020","Repatriated"
0,0,13,0,13,"29-04-2020","Repatriated"
0,0,13,0,13,"30-04-2020","Repatriated"
0,0,13,0,13,"01-05-2020","Repatriated"
0,0,13,0,13,"02-05-2020","Repatriated"
0,0,13,0,13,"03-05-2020","Repatriated"
0,0,13,0,13,"04-05-2020","Repatriated"
0,0,13,0,13,"05-05-2020","Repatriated"
0,0,13,0,13,"06-05-2020","Repatriated"
0,0,13,0,13,"07-05-2020","Repatriated"
0,0,13,0,13,"08-05-2020","Repatriated"
0,0,13,0,13,"09-05-2020","Repatriated"
0,0,13,0,13,"10-05-2020","Repatriated"
0,0,13,0,13,"11-05-2020","Repatriated"
0,0,13,0,13,"12-05-2020","Repatriated"
0,0,13,0,13,"13-05-2020","Repatriated"
0,0,13,0,13,"14-05-2020","Repatriated"
0,0,13,0,13,"15-05-2020","Repatriated"
0,0,13,0,13,"16-05-2020","Repatriated"
0,0,13,0,13,"17-05-2020","Repatriated"
0,0,13,0,13,"18-05-2020","Repatriated"
0,0,13,0,13,"19-05-2020","Repatriated"
0,0,13,0,13,"20-05-2020","Repatriated"
0,0,13,0,13,"21-05-2020","Repatriated"
0,0,13,0,13,"22-05-2020","Repatriated"
0,0,13,0,13,"23-05-2020","Repatriated"
0,0,13,0,13,"24-05-2020","Repatriated"
0,0,13,0,13,"25-05-2020","Repatriated"
0,0,13,0,13,"26-05-2020","Repatriated"
0,0,13,0,13,"27-05-2020","Repatriated"
0,0,13,0,13,"28-05-2020","Repatriated"
0,0,13,0,13,"29-05-2020","Repatriated"
0,0,13,0,13,"30-05-2020","Repatriated"
0,0,13,0,13,"31-05-2020","Repatriated"
0,0,13,0,13,"01-06-2020","Repatriated"
0,0,13,0,13,"02-06-2020","Repatriated"
0,0,13,0,13,"03-06-2020","Repatriated"
0,0,13,0,13,"04-06-2020","Repatriated"
0,0,13,0,13,"05-06-2020","Repatriated"
0,0,13,0,13,"06-06-2020","Repatriated"
0,0,13,0,13,"07-06-2020","Repatriated"
0,0,13,0,13,"08-06-2020","Repatriated"
0,0,13,0,13,"09-06-2020","Repatriated"
0,0,13,0,13,"10-06-2020","Repatriated"
0,0,13,0,13,"11-06-2020","Repatriated"
0,0,13,0,13,"12-06-2020","Repatriated"
0,0,13,0,13,"13-06-2020","Repatriated"
0,0,13,0,13,"14-06-2020","Repatriated"
0,0,13,0,13,"15-06-2020","Repatriated"
0,0,13,0,13,"16-06-2020","Repatriated"
0,0,13,0,13,"17-06-2020","Repatriated"
0,0,13,0,13,"18-06-2020","Repatriated"
0,0,13,0,13,"19-06-2020","Repatriated"
0,0,13,0,13,"20-06-2020","Repatriated"
0,0,13,0,13,"21-06-2020","Repatriated"
0,0,13,0,13,"22-06-2020","Repatriated"
0,0,13,0,13,"23-06-2020","Repatriated"
0,0,13,0,13,"24-06-2020","Repatriated"
0,0,13,0,13,"25-06-2020","Repatriated"
0,0,13,0,13,"26-06-2020","Repatriated"
0,0,13,0,13,"27-06-2020","Repatriated"
0,0,13,0,13,"28-06-2020","Repatriated"
0,0,13,0,13,"29-06-2020","Repatriated"
0,0,13,0,13,"30-06-2020","Repatriated"
0,0,13,0,13,"01-07-2020","Repatriated"
0,0,13,0,13,"02-07-2020","Repatriated"
0,0,13,0,13,"03-07-2020","Repatriated"
0,0,13,0,13,"04-07-2020","Repatriated"
0,0,13,0,13,"05-07-2020","Repatriated"
0,0,13,0,13,"06-07-2020","Repatriated"
0,0,13,0,13,"07-07-2020","Repatriated"
0,0,13,0,13,"08-07-2020","Repatriated"
0,0,13,0,13,"09-07-2020","Repatriated"
0,0,13,0,13,"10-07-2020","Repatriated"
0,0,13,0,13,"11-07-2020","Repatriated"
0,0,13,0,13,"12-07-2020","Repatriated"
0,0,13,0,13,"13-07-2020","Repatriated"
0,0,13,0,13,"14-07-2020","Repatriated"
0,0,13,0,13,"15-07-2020","Repatriated"
0,0,13,0,13,"16-07-2020","Repatriated"
0,0,13,0,13,"17-07-2020","Repatriated"
0,0,13,0,13,"18-07-2020","Repatriated"
0,0,13,0,13,"19-07-2020","Repatriated"
0,0,13,0,13,"20-07-2020","Repatriated"
0,0,13,0,13,"21-07-2020","Repatriated"
0,0,13,0,13,"22-07-2020","Repatriated"
0,0,13,0,13,"23-07-2020","Repatriated"
0,0,13,0,13,"24-07-2020","Repatriated"
0,0,13,0,13,"25-07-2020","Repatriated"
0,0,13,0,13,"26-07-2020","Repatriated"
0,0,13,0,13,"27-07-2020","Repatriated"
0,0,13,0,13,"28-07-2020","Repatriated"
0,0,13,0,13,"29-07-2020","Repatriated"
0,0,13,0,13,"30-07-2020","Repatriated"
0,0,13,0,13,"31-07-2020","Repatriated"
0,0,13,0,13,"01-08-2020","Repatriated"
0,0,13,0,13,"02-08-2020","Repatriated"
0,0,13,0,13,"03-08-2020","Repatriated"
0,0,13,0,13,"04-08-2020","Repatriated"
0,0,13,0,13,"05-08-2020","Repatriated"
0,0,13,0,13,"06-08-2020","Repatriated"
0,0,13,0,13,"07-08-2020","Repatriated"
0,0,13,0,13,"08-08-2020","Repatriated"
0,0,13,0,13,"09-08-2020","Repatriated"
0,0,13,0,13,"10-08-2020","Repatriated"
0,0,13,0,13,"11-08-2020","Repatriated"
0,0,13,0,13,"12-08-2020","Repatriated"
0,0,13,0,13,"13-08-2020","Repatriated"
0,0,13,0,13,"14-08-2020","Repatriated"
0,0,13,0,13,"15-08-2020","Repatriated"
0,0,13,0,13,"16-08-2020","Repatriated"
0,0,13,0,13,"17-08-2020","Repatriated"
0,0,13,0,13,"18-08-2020","Repatriated"
0,0,13,0,13,"19-08-2020","Repatriated"
0,0,13,0,13,"20-08-2020","Repatriated"
0,0,13,0,13,"21-08-2020","Repatriated"
0,0,13,0,13,"22-08-2020","Repatriated"
0,0,13,0,13,"23-08-2020","Repatriated"
0,0,13,0,13,"24-08-2020","Repatriated"
0,0,13,0,13,"25-08-2020","Repatriated"
0,0,13,0,13,"26-08-2020","Repatriated"
0,0,13,0,13,"27-08-2020","Repatriated"
0,0,13,0,13,"28-08-2020","Repatriated"
0,0,13,0,13,"29-08-2020","Repatriated"
0,0,13,0,13,"30-08-2020","Repatriated"
0,0,13,0,13,"31-08-2020","Repatriated"
0,0,13,0,13,"01-09-2020","Repatriated"
0,0,13,0,13,"02-09-2020","Repatriated"
0,0,13,0,13,"03-09-2020","Repatriated"
0,0,13,0,13,"04-09-2020","Repatriated"
0,0,13,0,13,"05-09-2020","Repatriated"
0,0,13,0,13,"06-09-2020","Repatriated"
0,0,13,0,13,"07-09-2020","Repatriated"
0,0,13,0,13,"08-09-2020","Repatriated"
0,0,13,0,13,"09-09-2020","Repatriated"
0,0,13,0,13,"10-09-2020","Repatriated"
0,0,13,0,13,"11-09-2020","Repatriated"
0,0,13,0,13,"12-09-2020","Repatriated"
0,0,13,0,13,"13-09-2020","Repatriated"
0,0,13,0,13,"14-09-2020","Repatriated"
0,0,13,0,13,"15-09-2020","Repatriated"
0,0,13,0,13,"16-09-2020","Repatriated"
0,0,13,0,13,"17-09-2020","Repatriated"
0,0,13,0,13,"18-09-2020","Repatriated"
0,0,13,0,13,"19-09-2020","Repatriated"
0,0,13,0,13,"20-09-2020","Repatriated"
0,0,13,0,13,"21-09-2020","Repatriated"
0,0,13,0,13,"22-09-2020","Repatriated"
0,0,13,0,13,"23-09-2020","Repatriated"
0,0,13,0,13,"24-09-2020","Repatriated"
0,0,13,0,13,"25-09-2020","Repatriated"
0,0,13,0,13,"26-09-2020","Repatriated"
0,0,13,0,13,"27-09-2020","Repatriated"
0,0,13,0,13,"28-09-2020","Repatriated"
0,0,13,0,13,"29-09-2020","Repatriated"
0,0,13,0,13,"30-09-2020","Repatriated"
0,0,13,0,13,"01-10-2020","Repatriated"
0,0,13,0,13,"02-10-2020","Repatriated"
0,0,13,0,13,"03-10-2020","Repatriated"
0,0,13,0,13,"04-10-2020","Repatriated"
0,0,13,0,13,"05-10-2020","Repatriated"
0,0,13,0,13,"06-10-2020","Repatriated"
0,0,13,0,13,"07-10-2020","Repatriated"
0,0,13,0,13,"08-10-2020","Repatriated"
0,0,13,0,13,"09-10-2020","Repatriated"
0,0,13,0,13,"10-10-2020","Repatriated"
0,0,13,0,13,"11-10-2020","Repatriated"
0,0,13,0,13,"12-10-2020","Repatriated"
0,0,13,0,13,"13-10-2020","Repatriated"
0,0,13,0,13,"14-10-2020","Repatriated"
0,0,13,0,13,"15-10-2020","Repatriated"
0,0,13,0,13,"16-10-2020","Repatriated"
0,0,13,0,13,"17-10-2020","Repatriated"
0,0,13,0,13,"18-10-2020","Repatriated"
0,0,13,0,13,"19-10-2020","Repatriated"
0,0,13,0,13,"20-10-2020","Repatriated"
0,0,13,0,13,"21-10-2020","Repatriated"
0,0,13,0,13,"22-10-2020","Repatriated"
0,0,13,0,13,"23-10-2020","Repatriated"
0,0,13,0,13,"24-10-2020","Repatriated"
0,0,13,0,13,"25-10-2020","Repatriated"
0,0,13,0,13,"26-10-2020","Repatriated"
0,0,13,0,13,"27-10-2020","Repatriated"
0,0,13,0,13,"28-10-2020","Repatriated"
0,0,13,0,13,"29-10-2020","Repatriated"
0,0,13,0,13,"30-10-2020","Repatriated"
0,0,13,0,13,"31-10-2020","Repatriated"
0,0,13,0,13,"01-11-2020","Repatriated"
0,0,13,0,13,"02-11-2020","Repatriated"
0,0,13,0,13,"03-11-2020","Repatriated"
0,0,13,0,13,"04-11-2020","Repatriated"
0,0,13,0,13,"05-11-2020","Repatriated"
0,0,13,0,13,"06-11-2020","Repatriated"
0,0,13,0,13,"07-11-2020","Repatriated"
0,0,13,0,13,"08-11-2020","Repatriated"
0,0,13,0,13,"09-11-2020","Repatriated"
0,0,13,0,13,"10-11-2020","Repatriated"
0,0,13,0,13,"11-11-2020","Repatriated"
0,0,13,0,13,"12-11-2020","Repatriated"
0,0,13,0,13,"13-11-2020","Repatriated"
0,0,13,0,13,"14-11-2020","Repatriated"
0,0,13,0,13,"15-11-2020","Repatriated"
0,0,13,0,13,"16-11-2020","Repatriated"
0,0,13,0,13,"17-11-2020","Repatriated"
0,0,13,0,13,"18-11-2020","Repatriated"
0,0,13,0,13,"19-11-2020","Repatriated"
0,0,13,0,13,"20-11-2020","Repatriated"
0,0,13,0,13,"21-11-2020","Repatriated"
0,0,13,0,13,"22-11-2020","Repatriated"
0,0,13,0,13,"23-11-2020","Repatriated"
0,0,13,0,13,"24-11-2020","Repatriated"
0,0,13,0,13,"25-11-2020","Repatriated"
0,0,13,0,13,"26-11-2020","Repatriated"
0,0,13,0,13,"27-11-2020","Repatriated"
0,0,13,0,13,"28-11-2020","Repatriated"
0,0,13,0,13,"29-11-2020","Repatriated"
0,0,13,0,13,"30-11-2020","Repatriated"
0,0,13,0,13,"01-12-2020","Repatriated"
0,0,13,0,13,"02-12-2020","Repatriated"
0,0,13,0,13,"03-12-2020","Repatriated"
0,0,13,0,13,"04-12-2020","Repatriated"
0,0,13,0,13,"05-12-2020","Repatriated"
0,0,13,0,13,"06-12-2020","Repatriated"
0,0,13,0,13,"07-12-2020","Repatriated"
0,0,13,0,13,"08-12-2020","Repatriated"
0,0,13,0,13,"09-12-2020","Repatriated"
0,0,13,0,13,"10-12-2020","Repatriated"
0,0,13,0,13,"11-12-2020","Repatriated"
0,0,13,0,13,"12-12-2020","Repatriated"
0,0,13,0,13,"13-12-2020","Repatriated"
0,0,13,0,13,"14-12-2020","Repatriated"
0,0,13,0,13,"15-12-2020","Repatriated"
0,0,13,0,13,"16-12-2020","Repatriated"
0,0,13,0,13,"17-12-2020","Repatriated"
0,0,13,0,13,"18-12-2020","Repatriated"
0,0,13,0,13,"19-12-2020","Repatriated"
0,0,13,0,13,"20-12-2020","Repatriated"
0,0,13,0,13,"21-12-2020","Repatriated"
0,0,13,0,13,"22-12-2020","Repatriated"
0,0,13,0,13,"23-12-2020","Repatriated"
0,0,13,0,13,"24-12-2020","Repatriated"
0,0,13,0,13,"25-12-2020","Repatriated"
0,0,13,0,13,"26-12-2020","Repatriated"
0,0,13,0,13,"27-12-2020","Repatriated"
0,0,13,0,13,"28-12-2020","Repatriated"
0,0,13,0,13,"29-12-2020","Repatriated"
0,0,13,0,13,"30-12-2020","Repatriated"
0,0,13,0,13,"31-12-2020","Repatriated"
0,0,13,0,13,"01-01-2021","Repatriated"
0,0,13,0,13,"02-01-2021","Repatriated"
0,0,13,0,13,"03-01-2021","Repatriated"
0,0,13,0,13,"04-01-2021","Repatriated"
0,0,13,0,13,"05-01-2021","Repatriated"
0,0,13,0,13,"06-01-2021","Repatriated"
0,0,13,0,13,"07-01-2021","Repatriated"
0,0,13,0,13,"08-01-2021","Repatriated"
0,0,13,0,13,"09-01-2021","Repatriated"
0,0,13,0,13,"10-01-2021","Repatriated"
0,0,13,0,13,"11-01-2021","Repatriated"
0,0,13,0,13,"12-01-2021","Repatriated"
0,0,13,0,13,"13-01-2021","Repatriated"
0,0,13,0,13,"14-01-2021","Repatriated"
0,0,13,0,13,"15-01-2021","Repatriated"
0,0,13,0,13,"16-01-2021","Repatriated"
0,0,13,0,13,"17-01-2021","Repatriated"
0,0,13,0,13,"18-01-2021","Repatriated"
0,0,13,0,13,"19-01-2021","Repatriated"
0,0,13,0,13,"20-01-2021","Repatriated"
0,0,0,0,0,"25-01-2020","Saskatchewan"
0,0,0,0,0,"26-01-2020","Saskatchewan"
0,0,0,0,0,"27-01-2020","Saskatchewan"
0,0,0,0,0,"28-01-2020","Saskatchewan"
0,0,0,0,0,"29-01-2020","Saskatchewan"
0,0,0,0,0,"30-01-2020","Saskatchewan"
0,0,0,0,0,"31-01-2020","Saskatchewan"
0,0,0,0,0,"01-02-2020","Saskatchewan"
0,0,0,0,0,"02-02-2020","Saskatchewan"
0,0,0,0,0,"03-02-2020","Saskatchewan"
0,0,0,0,0,"04-02-2020","Saskatchewan"
0,0,0,0,0,"05-02-2020","Saskatchewan"
0,0,0,0,0,"06-02-2020","Saskatchewan"
0,0,0,0,0,"07-02-2020","Saskatchewan"
0,0,0,0,0,"08-02-2020","Saskatchewan"
0,0,0,0,0,"09-02-2020","Saskatchewan"
0,0,0,0,0,"10-02-2020","Saskatchewan"
0,0,0,0,0,"11-02-2020","Saskatchewan"
0,0,0,0,0,"12-02-2020","Saskatchewan"
0,0,0,0,0,"13-02-2020","Saskatchewan"
0,0,0,0,0,"14-02-2020","Saskatchewan"
0,0,0,0,0,"15-02-2020","Saskatchewan"
0,0,0,0,0,"16-02-2020","Saskatchewan"
0,0,0,0,0,"17-02-2020","Saskatchewan"
0,0,0,0,0,"18-02-2020","Saskatchewan"
0,0,0,0,0,"19-02-2020","Saskatchewan"
0,0,0,0,0,"20-02-2020","Saskatchewan"
0,0,0,0,0,"21-02-2020","Saskatchewan"
0,0,0,0,0,"22-02-2020","Saskatchewan"
0,0,0,0,0,"23-02-2020","Saskatchewan"
0,0,0,0,0,"24-02-2020","Saskatchewan"
0,0,0,0,0,"25-02-2020","Saskatchewan"
0,0,0,0,0,"26-02-2020","Saskatchewan"
0,0,0,0,0,"27-02-2020","Saskatchewan"
0,0,0,0,0,"28-02-2020","Saskatchewan"
0,0,0,0,0,"29-02-2020","Saskatchewan"
0,0,0,0,0,"01-03-2020","Saskatchewan"
0,0,0,0,0,"02-03-2020","Saskatchewan"
0,0,0,0,0,"03-03-2020","Saskatchewan"
0,0,0,0,0,"04-03-2020","Saskatchewan"
0,0,0,0,0,"05-03-2020","Saskatchewan"
0,0,0,0,0,"06-03-2020","Saskatchewan"
0,0,0,0,0,"07-03-2020","Saskatchewan"
0,0,0,0,0,"08-03-2020","Saskatchewan"
0,0,0,0,0,"09-03-2020","Saskatchewan"
0,0,0,0,0,"10-03-2020","Saskatchewan"
0,0,0,0,0,"11-03-2020","Saskatchewan"
1,1,1,0,0,"12-03-2020","Saskatchewan"
2,1,2,0,0,"13-03-2020","Saskatchewan"
6,4,6,0,0,"14-03-2020","Saskatchewan"
6,0,6,0,0,"15-03-2020","Saskatchewan"
7,1,7,0,0,"16-03-2020","Saskatchewan"
8,1,8,0,0,"17-03-2020","Saskatchewan"
16,8,16,0,0,"18-03-2020","Saskatchewan"
20,4,20,0,0,"19-03-2020","Saskatchewan"
26,6,26,0,0,"20-03-2020","Saskatchewan"
44,18,44,0,0,"21-03-2020","Saskatchewan"
52,8,52,0,0,"22-03-2020","Saskatchewan"
66,14,66,0,0,"23-03-2020","Saskatchewan"
72,6,72,0,0,"24-03-2020","Saskatchewan"
86,14,86,0,0,"25-03-2020","Saskatchewan"
92,6,95,0,3,"26-03-2020","Saskatchewan"
101,9,104,0,3,"27-03-2020","Saskatchewan"
130,29,134,0,4,"28-03-2020","Saskatchewan"
148,18,156,0,8,"29-03-2020","Saskatchewan"
160,12,176,2,14,"30-03-2020","Saskatchewan"
161,1,184,2,21,"31-03-2020","Saskatchewan"
160,-1,193,3,30,"01-04-2020","Saskatchewan"
167,7,206,3,36,"02-04-2020","Saskatchewan"
169,2,220,3,48,"03-04-2020","Saskatchewan"
173,4,231,3,55,"04-04-2020","Saskatchewan"
179,6,249,3,67,"05-04-2020","Saskatchewan"
169,-10,253,3,81,"06-04-2020","Saskatchewan"
169,0,260,3,88,"07-04-2020","Saskatchewan"
165,-4,271,3,103,"08-04-2020","Saskatchewan"
160,-5,278,3,115,"09-04-2020","Saskatchewan"
146,-14,285,3,136,"10-04-2020","Saskatchewan"
138,-8,289,4,147,"11-04-2020","Saskatchewan"
130,-8,298,4,164,"12-04-2020","Saskatchewan"
118,-12,300,4,178,"13-04-2020","Saskatchewan"
110,-8,301,4,187,"14-04-2020","Saskatchewan"
95,-15,304,4,205,"15-04-2020","Saskatchewan"
82,-13,305,4,219,"16-04-2020","Saskatchewan"
75,-7,307,4,228,"17-04-2020","Saskatchewan"
75,0,313,4,234,"18-04-2020","Saskatchewan"
77,2,315,4,234,"19-04-2020","Saskatchewan"
74,-3,316,4,238,"20-04-2020","Saskatchewan"
64,-10,320,4,252,"21-04-2020","Saskatchewan"
61,-3,326,4,261,"22-04-2020","Saskatchewan"
57,-4,331,4,270,"23-04-2020","Saskatchewan"
57,0,341,4,280,"24-04-2020","Saskatchewan"
57,0,349,4,288,"25-04-2020","Saskatchewan"
61,4,353,4,288,"26-04-2020","Saskatchewan"
72,11,365,5,288,"27-04-2020","Saskatchewan"
70,-2,366,5,291,"28-04-2020","Saskatchewan"
86,16,383,6,291,"29-04-2020","Saskatchewan"
88,2,389,6,295,"30-04-2020","Saskatchewan"
112,24,415,6,297,"01-05-2020","Saskatchewan"
113,1,421,6,302,"02-05-2020","Saskatchewan"
